URL	Nombre	Precio	Descripción	Materiales	Medidas S	Medidas M	Medidas L	Tallas disponibles	Error
https://www.imanofficial.com/productos/top-polera-trim/	No encontrado	No encontrado	Tela: Micro morley de fiesta con pequeño brillo Top con polera y espalda descubierta con escote elastizado para mejor calce S: 141 cm / M: 142 cm / L: 143 cm / XL: 144 CM TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/bombacha-simone/	No encontrado	No encontrado	Tela: lycra elastizada con incrustaciones de strass Descripción: Bikini de strass COLECCIÓN IMAN EXCLUSIVE	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/falda-amy/	No encontrado	No encontrado	Tela: Crepe sastrero Nuestra falda corta de crepe sastrero es una prenda que nunca pasará de moda. Su diseño clásico y atemporal, combinado con los detalles modernos como el broche sastrero, la convierten en una pieza versátil que podés combinar con diferentes estilos. LINK A LA TABLA DE TALLES: https://www.imanofficial.com/tabla-de-talles/ ¡MEDIDAS DE LA PRENDA EN PLANO! S cintura: 36 cm S largo: 36 cm M cintura: 38 cm M largo: 37 cm L cintura: 40 cm L largo: 38 cm XL cintura: 42 cm XL largo: 39 cm	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/top-sun/	No encontrado	No encontrado	Top de lycra Es la opción perfecta para quienes buscan comodidad y estilo. Disponible en varios colores, es un básico versátil que no puede faltar en tu armario. Tabla de talle TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/vestido-kenia/	No encontrado	No encontrado	Tela: Waffle angora Este elegante vestido confeccionado en tela waffle angora ofrece comodidad y estilo en su máxima expresión. Su textura única aporta un toque sofisticado y suave al contacto con la piel, mientras que su corte favorecedor se adapta perfectamente a la figura. Ideal para cualquier ocasión, desde salidas informales hasta eventos más especiales. Disponible en varios colores para que elijas el que más se ajuste a tu estilo. TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/falda-vinil-strong/	No encontrado	No encontrado	Tela: charol Falda en tela charol, con un brillante acabado que aporta elegancia y estilo. Ideal para ocasiones especiales o looks de noche. TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/chaleco-tom/	No encontrado	No encontrado	Tela: Sastrera Descripción: Este chaleco es la pieza clave para completar tus looks con un toque de elegancia y sofisticación. Su diseño clásico y versátil se adapta a cualquier ocasión, brindándote un sinfín de posibilidades. TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/top-stripe/	No encontrado	No encontrado	Top de lycra Tabla de talle TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/chomba-brush/	No encontrado	No encontrado	Tela: morley brushed TABLA DE TALLES DE REFERENCIA: TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/vestido-ascot/	No encontrado	No encontrado	Tela: micro morley de fiesta con pequeño brillo. Vestido asimétrico largo con una sola manga y bufanda. TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/top-rain/	No encontrado	No encontrado	Top de morley elastizado bordado LINK A LA TABLA DE TALLES: https://www.imanofficial.com/tabla-de-talles/	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/top-stormie/	No encontrado	No encontrado	Top de morley elastizado bordado LINK A LA TABLA DE TALLES: https://www.imanofficial.com/tabla-de-talles/	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/vestido-gun/	No encontrado	No encontrado	Tela: morley de algodón El vestido gun largo te hará sentir segura, cómoda y radiante. Vestido de morley de algodón largo perfecto para la oficina con un blazer o tapado y para la noche con unas botas. Largo total S: 137 cm M: 138 cm L: 139 cm XL: 140 cm TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/vestido-siena/	No encontrado	No encontrado	Tela: micro morley de fiesta con pequeño brillo El vestido siena corto te hará sentir segura, cómoda y radiante. El tejido micro morley con brillo te permitirá destacar en cualquier ocasión, mientras que el frunce diagonal y el corte asimétrico realzarán tu figura de forma natural. La manga larga te brindará calidez y confort, y su diseño exclusivo te hará sentir única y especial. TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/vestido-trim/	No encontrado	No encontrado	Tela: lycra El vestido trim es la prenda perfecta para deslumbrar en cualquier evento especial. Su suave textura y delicado brillo te harán sentir radiante y cómoda durante toda la noche. Detalles que enamoran: Silueta estilizada: El corte largo y la fluidez del tejido crean una silueta elegante y sofisticada que realza la figura femenina. Polera: La polera aporta un toque de distinción y elegancia, ideal para eventos formales o noches frescas. Espalda descubierta: Un detalle sensual y audaz que te hará sentir segura y atractiva. La espalda descubierta está unida por una tira elastizada con gancho metálico zamak, que garantiza un calce perfecto y seguro. Micro morley de fiesta: Este tejido, con su sutil brillo, aporta un aire festivo y glamuroso al vestido, perfecto para cualquier celebración. Calidad argentina: Confeccionado con los más altos estándares de calidad en Argentina, este vestido es una inversión que te acompañará en momentos inolvidables. LARGO POR TALLE (medida tomada desde el hombro) S: 141 cm / M: 142 cm / L: 143 cm / XL: 144 CM TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/polera-eme/	No encontrado	No encontrado	Tela: morley elastizado La básica que lo tiene todo ? Top polera con logotipo bordado es el equilibrio perfecto entre comodidad y estilo. Su efecto push up realza tu silueta y su diseño clásico la convierte en un imprescindible para todos los días. Suavidad, elasticidad y un fit perfecto para combinar con lo que quieras. Desde looks casuales hasta outfits más arreglados, esta musculosa siempre queda bien. Sumala a tu guardarropa y llevá lo básico a otro nivel. TABLA DE TALLES TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/pantalon-tom/	No encontrado	No encontrado	Tela: sastrero Descripción: El pantalón sastrero tom es una prenda esencial en el guardarropa de la mujer moderna. Confeccionado con los más altos estándares de calidad, este pantalón de tiro medio-alto ofrece una silueta favorecedora que estiliza la figura y brinda comodidad durante todo el día. Diseño y detalles: Corte impecable : El corte recto del pantalón tom alarga visualmente las piernas y se adapta a diversas ocasiones, desde un día de trabajo hasta una salida nocturna. Tiro medio-alto : El tiro medio-alto proporciona soporte y define la cintura, creando una apariencia elegante y femenina. Bolsillos funcionales : Los bolsillos delanteros añaden un toque práctico y moderno, perfectos para llevar tus esenciales con estilo. Detalle de sastrería : Los bolsillos ojal falsos en la parte trasera aportan un elemento de distinción y sofisticación, elevando el diseño a un nivel superior. Versatilidad sin límites : El pantalón tom se combina a la perfección con blusas, camisas, suéteres y chaquetas, adaptándose a tu estilo personal y a cualquier ocasión. TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de busto 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/top-closed/	No encontrado	No encontrado	Tela: lycra Este top de lycra es la prenda ideal para la mujer moderna que busca un look sofisticado y sensual a la vez. Su diseño con cuello buche y leve caída sobre el delantero le da un toque de elegancia y distinción, mientras que la espalda baja escotada añade un detalle de audacia y femineidad. Confeccionado en lycra de alta calidad, este top se adapta a tu cuerpo con suavidad, realzando tus curvas y brindándote una sensación de confort inigualable. Su versatilidad te permitirá combinarlo con diferentes prendas y estilos, desde un look casual con jeans hasta un outfit más formal con una falda o pantalón de vestir. Detalles que marcan la diferencia: Cuello buche: Un clásico que enmarca tu rostro con elegancia y sofisticación. Espalda baja escotada: Un toque de sensualidad y audacia para ocasiones especiales. Lycra premium: Suave, elástica y resistente, se adapta a tu cuerpo como una segunda piel. TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de cadera 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/top-boat/	No encontrado	No encontrado	Tela: lycra Este top de lycra es la prenda ideal para la mujer moderna que busca un look sofisticado y cómodo. Su diseño con cuello bote y pinzas de busto realza tu figura de manera natural, mientras que el delantero doble le da un toque de distinción y elegancia. Confeccionado en lycra de alta calidad, este top se adapta a tu cuerpo con suavidad, brindándote una sensación de confort inigualable. Su versatilidad te permitirá combinarlo con diferentes prendas y estilos, desde un look casual con jeans hasta un outfit más formal con una falda o pantalón de vestir. Detalles que marcan la diferencia: Cuello bote: Un clásico que enmarca tu rostro con elegancia. Pinzas de busto: Realzan tu figura y te dan una silueta estilizada. Delantero doble: Añade un toque de sofisticación y distinción. Lycra premium: Suave, elástica y resistente, se adapta a tu cuerpo como una segunda piel. ¡No esperes más para sumar este top a tu guardarropa y lucir un look impecable en cualquier ocasión! TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de cadera 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
https://www.imanofficial.com/productos/body-loud1/	No encontrado	No encontrado	Tela: lycra Este body polera de lycra es la prenda ideal para quienes buscan un look sofisticado y cómodo a la vez. Su diseño clásico y versátil se adapta a cualquier ocasión, brindándote un estilo impecable en todo momento. Confeccionado en lycra de alta calidad, este body se ajusta a tu cuerpo con suavidad, realzando tu figura y proporcionándote una sensación de segunda piel. El cuello polera le da un toque de elegancia y distinción, ideal para lucir en eventos especiales o en tu día a día. Detalles que marcan la diferencia: Broche ajustable en la entrepierna: facilita su uso y te brinda mayor comodidad. Tela de lycra premium: se adapta a tu cuerpo como un guante, brindándote libertad de movimiento y una sensación de confort inigualable. Combínalo con tus prendas favoritas para crear looks versátiles y a la moda. Usalo con pantalones de vestir para un look formal, con faldas para un estilo más femenino o con jeans para un look casual. ¡Las posibilidades son infinitas! TALLE 34-XS 36-S 38-M 40-L 42-XL 44-XXL Contorno de cadera 86-90 90-94 94-98 98-102 104-106 110-112 Tiro alto: contorno cintura 68 72 76 80 84 88 Tiro medio: contorno cintura 72 86 80 84 88 92 Tiro bajo: contorno cintura 76 80 84 88 92 96 Contorno de cadera 92-94 96-98 100-102 104-106 110-112 116-118 Altura 158-162 162-166 166-170 170-174 176-178 178-182	No especificado	{}	{}	{}	['S', 'M', 'L']	
